万得代码,名称,日期,时间,开盘价,最高价,最低价,收盘价,交易量,交易额,配对项,利率
000001.SZ,平安银行,20120524,150300000,5701798,5712570,5626396,5640759,19407374,305714000,11145,0
000001.SZ,平安银行,20120525,150300000,5644349,5658711,5601262,5608444,9892922,154918930,6448,0
000001.SZ,平安银行,20120528,150300000,5608444,5676664,5572538,5676664,13720237,215529420,7743,0
000001.SZ,平安银行,20120529,150300000,5673074,5730522,5619215,5719751,28680861,453701950,11315,0
000001.SZ,平安银行,20120530,150200000,5694617,5701798,5601262,5637168,21712593,341898720,10331,0
000001.SZ,平安银行,20120531,150300000,5626396,5662302,5586900,5633577,15325128,239888120,8087,0
000001.SZ,平安银行,20120601,150300000,5637168,5701798,5619215,5665892,15835304,249589880,7836,0
000001.SZ,平安银行,20120604,150200000,5604853,5615625,5522270,5529451,17177789,266890990,11032,0
000001.SZ,平安银行,20120605,150200000,5543814,5550995,5479184,5479184,24614407,377715340,10750,0
000001.SZ,平安银行,20120606,150200000,5493546,5511499,5475593,5500727,18886005,288959590,7082,0
000001.SZ,平安银行,20120607,150200000,5540223,5558176,5446869,5461231,13130248,201455940,7647,0
000001.SZ,平安银行,20120608,150300000,5475593,5482774,5303247,5317609,39755724,593133480,20051,0
000001.SZ,平安银行,20120611,150300000,5331971,5360695,5285294,5310428,26550911,393125600,10986,0
000001.SZ,平安银行,20120612,150300000,5278113,5306837,5188349,5217073,29815536,434459160,16332,0
000001.SZ,平安银行,20120613,150200000,5235026,5353514,5206302,5328380,26011662,383736090,13462,0
000001.SZ,平安银行,20120614,150300000,5299656,5317609,5245798,5256569,13047824,191929250,9587,0
000001.SZ,平安银行,20120615,150100000,5281703,5511499,5281703,5443278,42295157,636342590,23780,0
000001.SZ,平安银行,20120618,150200000,5436097,5468412,5407373,5461231,19873335,301170870,9081,0
000001.SZ,平安银行,20120619,150200000,5439688,5518680,5425325,5475593,14992460,228553090,9069,0
000001.SZ,平安银行,20120620,150300000,5504318,5565357,5457640,5468412,14370713,220127610,8323,0
000001.SZ,平安银行,20120621,150300000,5464821,5468412,5335562,5349924,14483296,217217290,8721,0
000001.SZ,平安银行,20120625,150200000,5342743,5407373,5303247,5303247,16435834,245383800,8608,0
000001.SZ,平安银行,20120626,150200000,5317609,5389420,5310428,5349924,13492363,201321550,7217,0
000001.SZ,平安银行,20120627,150300000,5353514,5371467,5314018,5335562,8177633,121766280,5157,0
000001.SZ,平安银行,20120628,150200000,5335562,5371467,5281703,5288884,10084717,149964620,5197,0
000001.SZ,平安银行,20120629,150200000,5303247,5468412,5278113,5443278,18455457,278224200,10522,0
000001.SZ,平安银行,20120702,150300000,5468412,5468412,5385829,5439688,15564511,234575300,7474,0
000001.SZ,平安银行,20120703,151200000,5425325,5486365,5393010,5432506,12372795,187834400,6104,0
000001.SZ,平安银行,20120704,150300000,5432506,5558176,5432506,5486365,19766959,302421600,8296,0
000001.SZ,平安银行,20120705,150300000,5468412,5504318,5439688,5454050,10289670,156808690,6608,0
000001.SZ,平安银行,20120706,150300000,5367877,5457640,5296065,5436097,16545450,247858070,8317,0
000001.SZ,平安银行,20120709,150300000,5407373,5407373,5281703,5281703,16095224,238871820,9422,0
000001.SZ,平安银行,20120710,150500000,5285294,5396601,5281703,5353514,12370989,183975550,7043,0
000001.SZ,平安银行,20120711,150300000,5335562,5375058,5306837,5335562,7544441,112224820,4981,0
000001.SZ,平安银行,20120712,150300000,5321199,5364286,5260160,5342743,19473086,287704670,9380,0
000001.SZ,平安银行,20120713,150300000,5314018,5436097,5296065,5378648,11070005,165726980,6724,0
000001.SZ,平安银行,20120716,150300000,5385829,5410963,5331971,5331971,10860266,162268370,6315,0
000001.SZ,平安银行,20120717,150200000,5331971,5400192,5321199,5396601,9160116,136786580,5134,0
000001.SZ,平安银行,20120718,150300000,5378648,5396601,5331971,5389420,7561238,112967980,4965,0
000001.SZ,平安银行,20120719,150300000,5382239,5421735,5342743,5393010,13626372,204768490,6949,0
000001.SZ,平安银行,20120720,150300000,5339152,5371467,5321199,5331971,10673403,158679770,6953,0
000001.SZ,平安银行,20120723,150300000,5299656,5317609,5263750,5317609,15049383,221835960,5937,0
000001.SZ,平安银行,20120724,150300000,5296065,5375058,5292475,5314018,10094330,149950270,5043,0
000001.SZ,平安银行,20120725,150300000,5314018,5339152,5249388,5256569,9840494,144875470,5524,0
000001.SZ,平安银行,20120726,150300000,5256569,5317609,5245798,5260160,7290309,107285510,4805,0
000001.SZ,平安银行,20120727,150200000,5285294,5364286,5260160,5296065,10966060,162335580,6413,0
000001.SZ,平安银行,20120730,150300000,5299656,5410963,5299656,5331971,11842631,176839230,8129,0
000001.SZ,平安银行,20120731,150200000,5346333,5432506,5335562,5421735,15313469,230444670,9421,0
000001.SZ,平安银行,20120801,150300000,5414554,5464821,5385829,5443278,12186730,184236830,8009,0
000001.SZ,平安银行,20120802,150300000,5443278,5457640,5407373,5443278,8907731,134826270,5537,0
000001.SZ,平安银行,20120803,150300000,5439688,5454050,5396601,5439688,9438713,142870680,4955,0
000001.SZ,平安银行,20120806,150300000,5432506,5464821,5421735,5421735,15331221,232307810,9215,0
000001.SZ,平安银行,20120807,150400000,5418144,5439688,5364286,5371467,15982578,239640600,9085,0
000001.SZ,平安银行,20120808,150300000,5367877,5403782,5364286,5400192,11754171,176391100,6973,0
000001.SZ,平安银行,20120809,150300000,5396601,5400192,5353514,5400192,8575072,128443490,5509,0
000001.SZ,平安银行,20120810,150200000,5410963,5446869,5410963,5414554,10549817,159571470,6470,0
000001.SZ,平安银行,20120813,150200000,5421735,5446869,5393010,5396601,10799064,163090050,6771,0
000001.SZ,平安银行,20120814,150100000,5396601,5493546,5364286,5479184,18037022,273064270,9759,0
000001.SZ,平安银行,20120815,150400000,5443278,5472003,5389420,5421735,11614215,175631850,5423,0
000001.SZ,平安银行,20120816,150300000,5396601,5400192,5335562,5353514,14681599,219340230,7266,0
000001.SZ,平安银行,20120817,150400000,5353514,5421735,5342743,5407373,10399698,156222180,5037,0
000001.SZ,平安银行,20120820,150200000,5382239,5385829,5288884,5331971,15579504,231016480,5679,0
000001.SZ,平安银行,20120821,150300000,5331971,5342743,5292475,5310428,13021973,192757790,7768,0
000001.SZ,平安银行,20120822,150300000,5314018,5317609,5245798,5267341,12518267,183731110,7308,0
000001.SZ,平安银行,20120823,150100000,5270932,5292475,5220664,5249388,13128906,191921620,6942,0
000001.SZ,平安银行,20120824,150300000,5238617,5242207,5156034,5159624,18817910,271871980,9837,0
000001.SZ,平安银行,20120827,150300000,5156034,5159624,5044727,5066270,16775926,237771010,9060,0
000001.SZ,平安银行,20120828,150300000,5073451,5191939,5037546,5159624,15910898,226308460,7799,0
000001.SZ,平安银行,20120829,150200000,5134491,5141672,5094994,5127309,6948365,99043800,4263,0
000001.SZ,平安银行,20120830,150300000,5084223,5159624,5080632,5127309,8987322,128124850,5619,0
000001.SZ,平安银行,20120831,150300000,5112947,5181168,5094994,5094994,8561919,122564440,5243,0
000001.SZ,平安银行,20120903,150300000,5105766,5134491,5091404,5102176,10112994,143818630,7411,0
000001.SZ,平安银行,20120904,150300000,5102176,5116538,4962144,4980097,20775580,290805050,11820,0
000001.SZ,平安银行,20120905,150200000,4972916,4980097,4861609,4890333,17219018,235084950,9289,0
000001.SZ,平安银行,20120906,150300000,4893924,4937010,4868790,4929829,10356038,141626690,6158,0
000001.SZ,平安银行,20120907,150300000,4954963,5170396,4940601,5102176,28173773,398458810,17124,0
000001.SZ,平安银行,20120910,150300000,5098585,5109357,5008821,5051908,23677797,332644830,10844,0
000001.SZ,平安银行,20120911,150300000,5030365,5044727,4994459,5033955,8743686,122118840,6033,0
000001.SZ,平安银行,20120912,150300000,5055498,5080632,4976506,5019593,12245281,171431980,8131,0
000001.SZ,平安银行,20120913,150300000,5012412,5037546,4987278,4987278,8244257,115132800,4913,0
000001.SZ,平安银行,20120914,150300000,5019593,5077042,4976506,5044727,15327279,214681370,8795,0
000001.SZ,平安银行,20120917,150300000,5033955,5033955,4911876,4922648,11471438,158729290,6594,0
000001.SZ,平安银行,20120918,150200000,4911876,4911876,4843656,4850837,12250194,166389840,7858,0
000001.SZ,平安银行,20120919,150200000,4854427,4872380,4743120,4789797,18434609,245924730,10476,0
000001.SZ,平安银行,20120920,150200000,4779026,4779026,4667719,4671309,18134615,237807060,10695,0
000001.SZ,平安银行,20120921,150200000,4667719,4678490,4606679,4624632,15751258,203492200,10082,0
000001.SZ,平安银行,20120924,150200000,4603089,4667719,4520506,4635404,17905626,228728950,9973,0
000001.SZ,平安银行,20120925,150200000,4624632,4624632,4560002,4574364,9882594,126342870,5768,0
000001.SZ,平安银行,20120926,150300000,4577955,4592317,4524097,4538459,7078915,89861900,4724,0
000001.SZ,平安银行,20120927,150200000,4538459,4761073,4534868,4678490,21538709,279689530,10829,0
000001.SZ,平安银行,20120928,150300000,4649766,4721577,4628223,4714396,15095772,196802870,9038,0
000001.SZ,平安银行,20121008,150300000,4717986,4750301,4631813,4653356,10638633,138955170,6067,0
000001.SZ,平安银行,20121009,150200000,4667719,4786207,4667719,4771845,16481579,218229440,10331,0
000001.SZ,平安银行,20121010,150300000,4771845,4775435,4739530,4771845,9976558,132165220,5697,0
000001.SZ,平安银行,20121011,150300000,4775435,4775435,4732349,4746711,9574790,126809870,5584,0
000001.SZ,平安银行,20121012,150300000,4764664,4822112,4743120,4771845,10145190,135067760,6044,0
000001.SZ,平安银行,20121015,150300000,4775435,4779026,4685671,4703624,8911948,117114360,5042,0
000001.SZ,平安银行,20121016,150300000,4714396,4793388,4692853,4746711,12634649,167235920,6422,0
000001.SZ,平安银行,20121017,150300000,4764664,4804160,4750301,4796979,12188114,162229780,6311,0
000001.SZ,平安银行,20121018,150300000,4804160,4868790,4793388,4850837,15917879,214090080,7697,0
000001.SZ,平安银行,20121019,150200000,4854454,4868924,4832750,4858072,10071311,135099110,4831,0
000001.SZ,平安银行,20121022,150300000,4839985,4887010,4807429,4872541,13408932,179787000,5922,0
000001.SZ,平安银行,20121023,150300000,4876158,4883393,4800194,4811046,11680820,156357620,5366,0
000001.SZ,平安银行,20121024,150300000,4800194,4847220,4785725,4807429,8995284,119926210,3869,0
000001.SZ,平安银行,20121025,150300000,4818281,4825516,4771256,4778490,12337754,163551580,5132,0
000001.SZ,平安银行,20121026,150200000,4800194,4811046,4666353,4677205,17138011,224201680,7884,0
000001.SZ,平安银行,20121029,150300000,4666353,4720613,4655501,4680822,12964193,167853280,4545,0
000001.SZ,平安银行,20121030,150200000,4680822,4753169,4673588,4735082,14292166,186512270,5777,0
000001.SZ,平安银行,20121031,150300000,4745934,4778490,4724230,4760404,7512545,98717440,4756,0
000001.SZ,平安银行,20121101,150400000,4760404,4887010,4756786,4839985,13800345,184644040,7366,0
000001.SZ,平安银行,20121102,150200000,4839985,4908714,4836368,4894245,16333697,219877320,6955,0
000001.SZ,平安银行,20121105,150300000,4897862,4959357,4883393,4923183,14675465,199475090,6445,0
000001.SZ,平安银行,20121106,150200000,4915949,4926801,4839985,4912331,13017945,175738850,7093,0
000001.SZ,平安银行,20121107,150200000,4887010,4930418,4858072,4901479,8816884,119251170,4135,0
000001.SZ,平安银行,20121108,150300000,4861689,4894245,4839985,4839985,8472817,113907730,4602,0
000001.SZ,平安银行,20121109,150300000,4836368,4861689,4821898,4854454,6217075,83239020,3438,0
000001.SZ,平安银行,20121112,150300000,4843602,4930418,4839985,4926801,14534904,196914070,5837,0
000001.SZ,平安银行,20121113,150200000,4923183,4923183,4839985,4854454,9993534,134504030,4772,0
000001.SZ,平安银行,20121114,150300000,4883393,4883393,4821898,4839985,7526378,100889380,3835,0
000001.SZ,平安银行,20121115,150300000,4811046,4843602,4738700,4756786,7651970,101637290,3941,0
000001.SZ,平安银行,20121116,150300000,4738700,4756786,4673588,4738700,14755857,192143850,5938,0
000001.SZ,平安银行,20121119,150300000,4709761,4742317,4677205,4735082,9836934,128001550,4457,0
000001.SZ,平安银行,20121120,150200000,4735082,4742317,4673588,4731465,7975806,104041950,4103,0
000001.SZ,平安银行,20121121,150400000,4716996,4811046,4698909,4796577,10792687,141558170,4674,0
000001.SZ,平安银行,20121122,150300000,4789342,4796577,4742317,4756786,4858906,63994750,3810,0
000001.SZ,平安银行,20121123,150200000,4771256,4821898,4753169,4796577,8031817,106505900,5654,0
000001.SZ,平安银行,20121126,150300000,4789342,4792960,4738700,4749552,5737293,75519850,3664,0
000001.SZ,平安银行,20121127,150300000,4731465,4771256,4724230,4767638,8875244,116511890,4777,0
000001.SZ,平安银行,20121128,150400000,4745934,4771256,4731465,4735082,7213613,94731370,4486,0
000001.SZ,平安银行,20121129,150200000,4735082,4738700,4608476,4608476,20497422,263156030,11927,0
000001.SZ,平安银行,20121130,150300000,4594007,4659118,4594007,4630180,9664616,123711330,5784,0
000001.SZ,平安银行,20121203,150300000,4633797,4641032,4521660,4543364,14072783,177383530,7821,0
000001.SZ,平安银行,20121204,150200000,4543364,4619328,4514425,4594007,11692406,147537060,5806,0
000001.SZ,平安银行,20121205,150300000,4579537,4872541,4568685,4843602,40236393,532826180,16156,0
000001.SZ,平安银行,20121206,150400000,4829133,4905097,4814664,4887010,36101524,486216790,14575,0
000001.SZ,平安银行,20121207,150300000,4887010,5075111,4876158,5071494,45656785,632609120,18450,0
000001.SZ,平安银行,20121210,150200000,5118519,5216187,5017234,5180014,48181441,681366280,17527,0
000001.SZ,平安银行,20121211,150300000,5136606,5198100,5096815,5104050,26068303,370736000,11051,0
000001.SZ,平安银行,20121212,150400000,5111285,5205335,5096815,5151075,22739653,323505180,9064,0
000001.SZ,平安银行,20121213,150200000,5132988,5143840,5082346,5085963,18964925,268485650,8344,0
000001.SZ,平安银行,20121214,150100000,5078729,5498339,5071494,5491104,77413771,1143057890,27804,0
000001.SZ,平安银行,20121217,150300000,5498339,5541747,5425992,5505573,48778002,740677380,17659,0
000001.SZ,平安银行,20121218,150300000,5480252,5596007,5440461,5516425,41162950,630112640,14243,0
000001.SZ,平安银行,20121219,150300000,5498339,5548981,5476635,5491104,27157618,413928570,11159,0
000001.SZ,平安银行,20121220,150300000,5462165,5480252,5346411,5465783,29347538,438977120,12634,0
000001.SZ,平安银行,20121221,150300000,5454931,5476635,5371732,5378967,24527161,366606680,10349,0
000001.SZ,平安银行,20121224,150200000,5368115,5501956,5360880,5397053,21777834,327128890,9395,0
000001.SZ,平安银行,20121225,150300000,5386201,5635797,5353646,5574303,44988146,691035800,17293,0
000001.SZ,平安银行,20121226,150300000,5570685,5588772,5516425,5559833,30801434,472347380,11063,0
000001.SZ,平安银行,20121227,150300000,5581537,5628562,5523660,5599624,28363030,436845780,9970,0
000001.SZ,平安银行,20121228,150300000,5588772,5708144,5559833,5643032,24234913,377652100,12428,0
000001.SZ,平安银行,20121231,150300000,5682822,5849220,5661118,5794960,37868419,605187320,15912,0
000001.SZ,平安银行,20130104,150300000,5903479,5950505,5758786,5784108,44385137,717567540,14847,0
000001.SZ,平安银行,20130107,150300000,5780490,5914331,5744317,5896245,35716925,578450480,12777,0
000001.SZ,平安银行,20130108,150300000,5896245,5921566,5737082,5787725,31247912,501360090,13556,0
000001.SZ,平安银行,20130109,150300000,5773256,5794960,5715378,5737082,25132915,399696180,11501,0
000001.SZ,平安银行,20130110,150300000,5737082,5823898,5711761,5740700,24003027,383347730,10707,0
000001.SZ,平安银行,20130111,150100000,5740700,5802194,5588772,5621328,25126855,396184760,11485,0
000001.SZ,平安银行,20130114,150100000,5603241,6182014,5603241,6182014,93989590,1568842020,34197,0
000001.SZ,平安银行,20130115,150100000,6192866,6482252,6182014,6370115,98406443,1719308610,34385,0
000001.SZ,平安银行,20130116,150300000,6370115,6478635,6229039,6446079,68270094,1198986570,24394,0
000001.SZ,平安银行,20130117,150300000,6402671,6612476,6315855,6417140,67577208,1206432370,24472,0
000001.SZ,平安银行,20130118,150100000,6464165,6663118,6366497,6630562,66536765,1201751650,24481,0
000001.SZ,平安银行,20130121,150400000,6619710,7126136,6507573,7126136,78213642,1465651620,35521,0
000001.SZ,平安银行,20130122,150300000,7039321,7560216,6992295,7408288,106876963,2167549630,50406,0
000001.SZ,平安银行,20130123,150100000,7238274,7382967,6981443,7252743,63569846,1266082610,32948,0
000001.SZ,平安银行,20130124,150300000,7245508,7444461,6981443,7035703,85723640,1709191450,41112,0
000001.SZ,平安银行,20130125,150300000,7053790,7082729,6851219,6927183,61431248,1178016290,23598,0
000001.SZ,平安银行,20130128,150300000,6930801,7621710,6930801,7621710,116399524,2365203170,49008,0
000001.SZ,平安银行,20130129,150300000,7704909,7795342,7462548,7733848,108289498,2288064720,44118,0
000001.SZ,平安银行,20130130,150300000,7632562,7719378,7524043,7715761,58362498,1233766320,26942,0
000001.SZ,平安银行,20130131,150300000,7694057,7719378,7524043,7632562,41588420,873902880,20837,0
000001.SZ,平安银行,20130201,150300000,7603624,8157075,7520425,8113667,82408046,1793445730,44554,0
000001.SZ,平安银行,20130204,150300000,8052173,8243891,7853219,7961739,85741999,1906659480,39119,0
000001.SZ,平安银行,20130205,150300000,7864071,8015999,7665118,7878541,42689100,927037950,24537,0
000001.SZ,平安银行,20130206,150400000,7849602,7950887,7759169,7907479,38082657,827479690,20757,0
000001.SZ,平安银行,20130207,150300000,7849602,7889393,7346793,7542129,58612692,1230117760,35327,0
000001.SZ,平安银行,20130208,150300000,7516808,7614476,7375732,7505956,46202466,958773530,23279,0
000001.SZ,平安银行,20130218,150100000,7563833,7773638,7498721,7560216,42181312,887486890,22794,0
000001.SZ,平安银行,20130219,150400000,7524043,7636180,7477017,7527660,48650849,1017085040,18854,0
000001.SZ,平安银行,20130220,150300000,7542129,7592772,7122519,7343176,65915770,1324230510,30794,0
000001.SZ,平安银行,20130221,150100000,7234656,7234656,6894627,7089963,74024478,1445657250,32420,0
000001.SZ,平安银行,20130222,150300000,7053790,7122519,6854837,6916331,46859523,907188820,20716,0
000001.SZ,平安银行,20130225,150300000,6966974,7343176,6952505,7238274,61630067,1218835610,29168,0
000001.SZ,平安银行,20130226,150300000,7165927,7947270,7126136,7542129,103481473,2186227760,53378,0
000001.SZ,平安银行,20130227,150300000,7600006,7893010,7542129,7603624,70067663,1492890610,32003,0
000001.SZ,平安银行,20130228,150100000,7647032,8319855,7607241,8319855,111989172,2487830670,59419,0
000001.SZ,平安银行,20130301,150300000,8294534,8406671,8091963,8341559,103782380,2371270420,46712,0
000001.SZ,平安银行,20130304,150100000,8120902,8319855,7788108,7867689,109877959,2429985320,51180,0
000001.SZ,平安银行,20130305,150300000,7885775,8656266,7882158,8656266,116898727,2700253290,59541,0
000001.SZ,平安银行,20130306,150300000,8862454,8938418,8652649,8772021,113828103,2762182930,54960,0
000001.SZ,平安银行,20130307,150200000,8663501,8724996,8229422,8587537,89267089,2106340350,46061,0
000001.SZ,平安银行,20130308,150300000,8609241,8674353,8124519,8269212,92586829,2138191030,52294,0
000001.SZ,平安银行,20130311,150200000,8218570,8312620,7903862,8186014,57329336,1288820730,34866,0
000001.SZ,平安银行,20130312,150300000,8175162,8243891,7708526,7856837,84076906,1845179570,50005,0
000001.SZ,平安银行,20130313,150300000,7845985,8167927,7817046,7990678,83690151,1857825760,42197,0
000001.SZ,平安银行,20130314,150300000,7958122,7990678,7704909,7838750,57785359,1259573680,29986,0
000001.SZ,平安银行,20130315,150300000,7835133,8186014,7524043,8030469,94357410,2057527320,52708,0
000001.SZ,平安银行,20130318,150400000,7849602,7958122,7672353,7722996,74529480,1605426350,37216,0
000001.SZ,平安银行,20130319,150300000,7704909,7860454,7610858,7777256,52977120,1135421200,27505,0
000001.SZ,平安银行,20130320,150300000,7751934,8417523,7741082,8356028,130937025,2950191920,67152,0
000001.SZ,平安银行,20130321,151300000,8316237,8395819,8204100,8305386,71531771,1640675050,39571,0
000001.SZ,平安银行,20130322,150300000,8301768,8370497,8240274,8330707,41182525,947445350,24801,0
000001.SZ,平安银行,20130325,150300000,8366880,8421140,8200483,8233039,45289371,1037164930,27182,0
000001.SZ,平安银行,20130326,150300000,8171544,8171544,7987061,8008765,55977300,1248606030,27658,0
000001.SZ,平安银行,20130327,150400000,8019617,8200483,7929183,8012382,38599693,859815730,25489,0
000001.SZ,平安银行,20130328,150300000,7596389,7596389,7212952,7241891,117504326,2385878240,61382,0
000001.SZ,平安银行,20130329,150400000,7241891,7368497,7104432,7278064,56984842,1139477700,33543,0
000001.SZ,平安银行,20130401,150600000,7307003,7451696,7270830,7375732,38554183,786200270,20476,0
000001.SZ,平安银行,20130402,150300000,7372115,7560216,7303386,7393819,46305475,952838170,24376,0
000001.SZ,平安银行,20130403,150300000,7437227,7520425,7346793,7397436,22458964,461545650,15296,0
000001.SZ,平安银行,20130408,150400000,7158692,7270830,7082729,7209335,40771477,808525750,22143,0
000001.SZ,平安银行,20130409,150400000,7231039,7328707,7202100,7212952,38049112,763834470,18678,0
000001.SZ,平安银行,20130410,150300000,7191248,7198483,6919949,7017617,50776709,988314130,26940,0
000001.SZ,平安银行,20130411,150300000,7086346,7126136,6977826,7021234,31178899,607690390,15103,0
000001.SZ,平安银行,20130412,150300000,7035703,7046555,6800577,6836750,80532279,1535799800,26027,0
000001.SZ,平安银行,20130415,150400000,6851219,6894627,6659501,6713761,57095699,1065287820,21952,0
000001.SZ,平安银行,20130416,150300000,6630562,6786108,6547364,6782490,65549248,1213261310,24322,0
000001.SZ,平安银行,20130417,150300000,6764404,6789725,6529277,6688440,64270316,1180893500,27017,0
000001.SZ,平安银行,20130418,150300000,6590772,6941653,6543747,6909097,90124467,1685861520,38725,0
000001.SZ,平安银行,20130419,150300000,6872923,7451696,6851219,7321472,147838012,2902667280,59729,0
000001.SZ,平安银行,20130422,150400000,7234656,7368497,7202100,7317855,69291441,1396575700,33106,0
000001.SZ,平安银行,20130423,150300000,7354028,7375732,6891010,6901862,80265938,1559983310,42952,0
000001.SZ,平安银行,20130424,150300000,6782490,7158692,6710144,7017617,73338046,1397785370,40306,0
000001.SZ,平安银行,20130425,150900000,6872923,7010382,6778873,6811429,44685588,847664650,27147,0
000001.SZ,平安银行,20130426,150400000,6869306,6952505,6746317,6764404,33673898,637945780,18131,0
000001.SZ,平安银行,20130502,150400000,6728230,6843985,6655884,6840368,23757279,445019630,14780,0
000001.SZ,平安银行,20130503,150300000,6865689,7310620,6822281,7136988,72012610,1419670050,34960,0
000001.SZ,平安银行,20130506,150400000,7176779,7437227,7118902,7346793,84054468,1700266270,35474,0
000001.SZ,平安银行,20130507,150300000,7292534,7372115,7191248,7325090,42417084,854343020,21922,0
000001.SZ,平安银行,20130508,150300000,7361263,7549364,7205718,7372115,62878713,1286250130,32451,0
000001.SZ,平安银行,20130509,150300000,7332324,7332324,7162310,7281682,48361312,967721580,22596,0
000001.SZ,平安银行,20130510,150100000,7234656,7386584,7194866,7303386,38624829,779054960,17423,0
000001.SZ,平安银行,20130513,150300000,7274447,7307003,7162310,7205718,32387980,645920610,15984,0
000001.SZ,平安银行,20130514,150300000,7205718,7209335,6912714,6977826,49816079,963271650,27921,0
000001.SZ,平安银行,20130515,150400000,6977826,7024851,6927183,6981443,24208282,466686510,12773,0
000001.SZ,平安银行,20130516,150300000,6948887,7404671,6891010,7346793,81311587,1620143080,41721,0
000001.SZ,平安银行,20130517,150400000,7335941,7426375,7205718,7375732,59580700,1207256060,30881,0
000001.SZ,平安银行,20130520,150400000,7408288,7777256,7372115,7589154,87697458,1842617460,43375,0
000001.SZ,平安银行,20130521,150300000,7524043,7672353,7502339,7632562,44757454,938805120,22800,0
000001.SZ,平安银行,20130522,150400000,7632562,7701292,7567451,7654266,41311346,872231920,21402,0
000001.SZ,平安银行,20130523,150100000,7600006,7668736,7415523,7422757,50740941,1054439740,29252,0
000001.SZ,平安银行,20130524,150300000,7433609,7574685,7346793,7484252,33280996,686838470,18716,0
000001.SZ,平安银行,20130527,150100000,7448079,7552981,7339559,7386584,35854608,737775160,21046,0
000001.SZ,平安银行,20130528,150300000,7386584,7849602,7321472,7813429,78361711,1653684460,46948,0
000001.SZ,平安银行,20130529,150300000,7817046,7845985,7675970,7697674,53259775,1140654680,30795,0
000001.SZ,平安银行,20130530,150200000,7675970,7806194,7618093,7668736,42544168,905433830,22758,0
000001.SZ,平安银行,20130531,150200000,7686822,7773638,7589154,7592772,36186204,767274330,19823,0
000001.SZ,平安银行,20130603,150300000,7571068,7665118,7520425,7563833,34379291,720122800,19016,0
000001.SZ,平安银行,20130604,150400000,7563833,7715761,7516808,7643414,44215691,930180290,24540,0
000001.SZ,平安银行,20130605,150300000,7600006,7636180,7458931,7527660,30574507,636042470,17857,0
000001.SZ,平安银行,20130606,150100000,7448079,7513191,7249126,7281682,43527000,883833840,25662,0
000001.SZ,平安银行,20130607,150300000,7281682,7328707,7021234,7064642,40200095,795705780,25079,0
000001.SZ,平安银行,20130613,150300000,6985061,6992295,6710144,6796960,38134259,717936640,22468,0
000001.SZ,平安银行,20130614,150100000,6872923,6945270,6800577,6894627,32855336,625125430,20083,0
000001.SZ,平安银行,20130617,150400000,6930801,7075494,6854837,6959739,30921022,596190230,18316,0
000001.SZ,平安银行,20130618,150100000,7035703,7249126,7035703,7136988,38959938,770155930,22356,0
000001.SZ,平安银行,20130619,150300000,7071877,7075494,6927183,6959739,36997753,714070020,18251,0
000001.SZ,平安银行,20130620,150100000,6965578,6977255,6463449,6527675,90306654,1029738090,37621,0
000001.SZ,平安银行,20130621,150500000,6393385,6650288,6334998,6586062,61400269,687937850,25657,0
000001.SZ,平安银行,20130624,150300000,6486804,6486804,5926288,5926288,116667177,1210827530,44724,0
000001.SZ,平安银行,20130625,150300000,5721933,5897094,5336579,5827030,171716261,1643643130,53324,0
000001.SZ,平安银行,20130626,150400000,5838707,5838707,5593482,5698578,101715108,992741100,35184,0
000001.SZ,平安银行,20130627,150100000,5751127,5838707,5570127,5605159,83586702,819712900,30804,0
000001.SZ,平安银行,20130628,150100000,5546772,5920449,5429998,5821191,92664394,909148130,34478,0
000001.SZ,平安银行,20130701,150300000,5727772,5809514,5511740,5692740,80019667,775396040,27440,0
000001.SZ,平安银行,20130702,150100000,5710256,5721933,5470869,5605159,81375374,776186590,32216,0
000001.SZ,平安银行,20130703,150100000,5575966,5575966,5412482,5447514,77115847,723581990,23948,0
000001.SZ,平安银行,20130704,150100000,5383288,5587643,5260675,5470869,80515991,750347510,29357,0
000001.SZ,平安银行,20130705,150600000,5459191,5587643,5453353,5470869,64144625,606232510,21704,0
000001.SZ,平安银行,20130708,150400000,5359933,5406643,5237320,5248998,59500689,542811640,21399,0
000001.SZ,平安银行,20130709,150100000,5260675,5319062,5237320,5254837,51215066,463017600,14387,0
000001.SZ,平安银行,20130710,150100000,5260675,5488385,5248998,5488385,74724160,686265840,24716,0
000001.SZ,平安银行,20130711,150100000,5546772,6037223,5546772,6037223,173361147,1737228160,48740,0
000001.SZ,平安银行,20130712,150000000,6130643,6329159,5990514,6037223,211854392,2237236000,61208,0
000001.SZ,平安银行,20130715,150100000,6130643,6282449,5862062,6136482,134165941,1397980320,43271,0
000001.SZ,平安银行,20130716,150100000,6043062,6095611,5920449,6060578,101622760,1045499600,34420,0
000001.SZ,平安银行,20130717,150100000,6054740,6107288,5897094,5920449,67368850,691750080,24203,0
000001.SZ,平安银行,20130718,150100000,5885417,5943804,5710256,5733611,80668722,798982720,33039,0
000001.SZ,平安银行,20130719,150200000,5733611,5780320,5494224,5505901,82736795,797155360,31235,0
000001.SZ,平安银行,20130722,150100000,5389127,5546772,5324901,5500062,65837734,613752240,22459,0
000001.SZ,平安银行,20130723,150100000,5529256,5978836,5494224,5815353,124744343,1234752160,43996,0
000001.SZ,平安银行,20130724,150100000,5716095,5768643,5575966,5698578,89972184,872706960,33550,0
