万得代码,名称,日期,时间,开盘价,最高价,最低价,收盘价,交易量,交易额,配对项,利率
000001.SZ,平安银行,20070104,160000000,3664750,3832352,3459624,3529667,69207082,1016722860,32557,0
000001.SZ,平安银行,20070105,160000000,3484639,3484639,3251996,3267005,53732890,715011000,33605,0
000001.SZ,平安银行,20070108,160000000,3264504,3387079,3256999,3344553,31761560,421819400,15542,0
000001.SZ,平安银行,20070109,160000000,3349556,3472131,3327042,3452119,47968021,650410190,18091,0
000001.SZ,平安银行,20070110,160000000,3449618,3559685,3402088,3522162,44737422,619003210,19058,0
000001.SZ,平安银行,20070111,160000000,3547177,3697270,3524664,3697270,40996055,599350530,16881,0
000001.SZ,平安银行,20070112,150500000,3779820,3882383,3727288,3882383,90902123,1399725030,45431,0
000001.SZ,平安银行,20070115,150500000,3877380,4077503,3762309,4077503,55236455,873682680,27143,0
000001.SZ,平安银行,20070116,151400000,4127534,4282629,4127534,4257614,52523640,893096120,24248,0
000001.SZ,平安银行,20070117,160000000,4252611,4400201,4102518,4257614,45910806,779058420,20909,0
000001.SZ,平安银行,20070118,151500000,4240103,4282629,4044983,4047485,48969519,801280760,21496,0
000001.SZ,平安银行,20070119,150500000,4052488,4250109,4052488,4240103,47932790,802892920,19464,0
000001.SZ,平安银行,20070122,150500000,4280127,4452733,4280127,4442727,54038875,958069060,20771,0
000001.SZ,平安银行,20070123,150500000,4377687,4577810,4330158,4527779,50369492,895826280,19736,0
000001.SZ,平安银行,20070124,150500000,4502764,4627841,4387693,4430220,44248617,794955320,17856,0
000001.SZ,平安银行,20070125,150500000,4452733,4520275,4345167,4352672,48436276,861761520,16678,0
000001.SZ,平安银行,20070126,150500000,4552795,4570306,4402703,4570306,62425541,1127756300,24729,0
000001.SZ,平安银行,20070129,150500000,4727902,4797945,4727902,4797945,27014435,517616070,10826,0
000001.SZ,平安银行,20070130,150500000,5035591,5038093,4978056,5038093,29635567,595829410,11262,0
000001.SZ,平安银行,20070131,150500000,5248222,5248222,4785438,4785438,73196002,1459524470,33847,0
000001.SZ,平安银行,20070201,150500000,4642850,4742912,4545290,4617835,66285498,1222286990,26567,0
000001.SZ,平安银行,20070202,150500000,4547792,4667865,4387693,4387693,39611049,709006990,17702,0
000001.SZ,平安银行,20070205,150500000,4327657,4410207,4167558,4175063,39927406,679882760,16974,0
000001.SZ,平安银行,20070206,150500000,4175063,4382690,4167558,4382690,28237726,484248890,9997,0
000001.SZ,平安银行,20070207,150500000,4602826,4602826,4602826,4602826,5916647,108866300,1969,0
000001.SZ,平安银行,20070208,160000000,4602826,4832967,4527779,4777933,64727854,1225465310,26723,0
000001.SZ,平安银行,20070209,150500000,4795444,4802948,4572807,4600324,30926290,576342130,16911,0
000001.SZ,平安银行,20070212,150500000,4592819,4830465,4592819,4830465,25159809,482695230,13268,0
000001.SZ,平安银行,20070213,150500000,5003071,5053102,4852979,4918019,24394451,482550360,15705,0
000001.SZ,平安银行,20070214,150500000,4973053,5150662,4903010,5140656,27999331,568001000,19375,0
000001.SZ,平安银行,20070215,150500000,5165671,5295751,5053102,5130650,31972344,663331460,18946,0
000001.SZ,平安银行,20070216,150500000,5178179,5353286,5145659,5203194,27975051,587215170,16770,0
000001.SZ,平安银行,20070226,150500000,5103133,5128148,4958044,5055604,21393632,430798230,13545,0
000001.SZ,平安银行,20070227,150500000,5053102,5200693,4802948,4802948,22746641,449230070,12290,0
000001.SZ,平安银行,20070228,150500000,4562801,4797945,4562801,4765425,43811486,808293420,23875,0
000001.SZ,平安银行,20070301,150500000,4752918,4752918,4527779,4527779,22927483,418404550,15046,0
000001.SZ,平安银行,20070302,150500000,4480250,4595321,4390195,4550293,20750706,374155480,13345,0
000001.SZ,平安银行,20070305,150500000,4515272,4570306,4322654,4380189,31385015,553921860,17479,0
000001.SZ,平安银行,20070306,150500000,4382690,4600324,4380189,4600324,28507821,518521170,13878,0
000001.SZ,平安银行,20070307,150500000,4602826,4727902,4577810,4655358,28029635,520049140,14042,0
000001.SZ,平安银行,20070308,150500000,4675370,4865487,4655358,4727902,18552006,352256700,12004,0
000001.SZ,平安银行,20070309,150500000,4727902,4802948,4647853,4742912,21954379,414411880,13425,0
000001.SZ,平安银行,20070312,150500000,4740410,4752918,4515272,4602826,15982161,295400550,11859,0
000001.SZ,平安银行,20070313,150500000,4602826,4695382,4592819,4635346,13520785,251016020,8160,0
000001.SZ,平安银行,20070314,160000000,4577810,4577810,4452733,4500263,18252022,328372460,12211,0
000001.SZ,平安银行,20070315,150500000,4490256,4602826,4490256,4595321,14248334,259448780,8837,0
000001.SZ,平安银行,20070316,150500000,4597822,4630342,4487755,4515272,18641612,339576410,10875,0
000001.SZ,平安银行,20070319,150500000,4445229,4740410,4402703,4740410,27595802,516975860,15153,0
000001.SZ,平安银行,20070320,150500000,4852979,4852979,4727902,4737908,25024333,478599980,13874,0
000001.SZ,平安银行,20070321,150500000,4787939,4975554,4772930,4975554,35862050,706176900,20165,0
000001.SZ,平安银行,20070322,150500000,5075616,5223206,4877995,4990564,54898793,1121148790,28681,0
000001.SZ,平安银行,20070323,150500000,4915518,4940533,4740410,4847976,35862049,694815300,22154,0
000001.SZ,平安银行,20070326,150500000,4752918,4835468,4630342,4792942,28182462,535392770,18494,0
000001.SZ,平安银行,20070327,150500000,4752918,4777933,4690379,4750416,23566174,445686070,14689,0
000001.SZ,平安银行,20070328,150500000,4732905,4847976,4512770,4772930,41538426,785154850,22043,0
000001.SZ,平安银行,20070329,150500000,4770428,5008074,4730404,4792942,58951589,1149695720,31610,0
000001.SZ,平安银行,20070330,150500000,4722899,4752918,4645352,4722899,21638160,406970910,12346,0
000001.SZ,平安银行,20070402,150500000,4747915,4903010,4740410,4822961,31360278,609052910,14868,0
000001.SZ,平安银行,20070403,150500000,4830465,4923022,4795444,4840471,25328363,491256960,13343,0
000001.SZ,平安银行,20070404,150500000,4852979,5053102,4852979,4975554,40243715,798945730,25946,0
000001.SZ,平安银行,20070405,150500000,4975554,5020582,4893004,4993065,29075555,575979910,12408,0
000001.SZ,平安银行,20070406,150500000,4918019,4978056,4840471,4895505,26554073,520492060,14222,0
000001.SZ,平安银行,20070409,150500000,4895505,4998068,4852979,4933028,22376321,440993000,12294,0
000001.SZ,平安银行,20070410,150500000,4933028,5078117,4910514,5075616,34751591,698547420,23713,0
000001.SZ,平安银行,20070411,150500000,5085622,5328271,5085622,5325769,59411003,1259700110,31198,0
000001.SZ,平安银行,20070412,150500000,5353286,5590932,5328271,5590932,46382562,1025244440,24348,0
000001.SZ,平安银行,20070413,150500000,5678486,5871104,5678486,5871104,36148752,846929490,18102,0
000001.SZ,平安银行,20070416,150500000,5998683,6121258,5728517,5936144,36826020,869212450,21751,0
000001.SZ,平安银行,20070417,150500000,5891117,5936144,5638461,5741024,35539117,817622630,23645,0
000001.SZ,平安银行,20070418,150500000,5723514,5853594,5635960,5751031,20469190,471600990,13065,0
000001.SZ,平安银行,20070419,150500000,5678486,5768541,5463354,5463354,35264191,780768600,18712,0
000001.SZ,平安银行,20070420,150500000,5348283,5718511,5348283,5653471,22926799,513912240,13980,0
000001.SZ,平安银行,20070423,150500000,5670981,5936144,5578425,5936144,38138414,886722780,19770,0
000001.SZ,平安银行,20070424,150500000,6043710,6078732,5868603,5886113,34033433,812324930,17169,0
000001.SZ,平安银行,20070425,150500000,5866101,6181295,5763538,6181295,45918037,1116248130,26630,0
000001.SZ,平安银行,20070426,150500000,6451461,6491485,6306372,6491485,47077758,1215873560,25316,0
000001.SZ,平安银行,20070508,150500000,6554024,6816685,6554024,6816685,25374071,689417010,8543,0
000001.SZ,平安银行,20070509,153500000,7004300,7069340,6476476,6856709,49926386,1357693380,27076,0
000001.SZ,平安银行,20070510,153500000,6706617,6924251,6629070,6704116,27752980,747504720,15081,0
000001.SZ,平安银行,20070511,153500000,6626568,7029315,6513999,6966777,25931276,712695420,12517,0
000001.SZ,平安银行,20070525,153500000,7314490,7314490,7301983,7314490,47968371,1402575290,12794,0
000001.SZ,平安银行,20070528,153500000,7624681,7624681,7149389,7154392,60331556,1769983180,38874,0
000001.SZ,平安银行,20070529,153500000,7249451,7349512,7014306,7194417,44421042,1270286920,29608,0
000001.SZ,平安银行,20070530,153500000,6834196,7026814,6834196,6834196,50509818,1387346880,22771,0
000001.SZ,平安银行,20070531,153500000,6756648,7176906,6579039,7176906,90502870,2545382590,42427,0
000001.SZ,平安银行,20070620,191800000,9083051,9165625,8438981,8584860,130252684,4182345220,114569,0
000001.SZ,平安银行,20070621,151800000,8928915,9443621,8601374,9443621,68168182,2285484670,59822,0
000001.SZ,平安银行,20070622,153500000,9798686,9853735,9303247,9743637,78994405,2761567350,71465,0
000001.SZ,平安银行,20070625,153500000,9911536,10068425,9454631,9688588,66012025,2324185970,50409,0
000001.SZ,平安银行,20070627,153500000,8719729,9300494,8719729,8868361,75775141,2446555670,65523,0
000001.SZ,平安银行,20070628,150100000,8670185,8909648,8265577,8295854,52116542,1617433930,47732,0
000001.SZ,平安银行,20070629,153500000,8202271,8251815,7492141,7574714,48968722,1410757780,37071,0
000001.SZ,平安银行,20070702,153500000,7379291,7668297,7313233,7541685,32376147,875614730,29070,0
000001.SZ,平安银行,20070703,153500000,7582972,7748118,7357272,7494894,25253297,693645130,21030,0
000001.SZ,平安银行,20070704,153500000,7555447,7582972,7183868,7211392,24396028,652710610,21266,0
000001.SZ,平安银行,20070705,153500000,7073770,7395806,6919634,6936148,37158795,971989920,24049,0
000001.SZ,平安银行,20070706,153500000,7018721,7464617,6993950,7434340,44071420,1166873400,31927,0
000001.SZ,平安银行,20070709,153500000,7514161,7844453,7431587,7734356,27259521,760716250,21899,0
000001.SZ,平安银行,20070710,153500000,7706831,8078411,7706831,7830691,33547092,964135130,23802,0
000001.SZ,平安银行,20070711,153500000,7816929,7888493,7709584,7739861,11424753,322761750,10690,0
000001.SZ,平安银行,20070712,153500000,7775642,8028867,7775642,7913264,15205761,437502700,12066,0
000001.SZ,平安银行,20070713,153500000,7982075,7982075,7715089,7803167,7528854,212984500,8970,0
000001.SZ,平安银行,20070716,153500000,7761880,7761880,7302223,7307728,17613547,478271840,17883,0
000001.SZ,平安银行,20070717,153500000,7541685,8031619,7486636,8023362,32957137,931946080,25581,0
000001.SZ,平安银行,20070718,153500000,7982075,8587612,7880235,8323378,56388959,1703256380,43873,0
000001.SZ,平安银行,20070719,153500000,8229795,8612384,8171994,8389437,30302852,932526470,23870,0
000001.SZ,平安银行,20070723,153500000,9193149,9193149,8741749,9069289,52801621,1728640590,39598,0
000001.SZ,平安银行,20070724,153500000,9077547,9537204,8945429,9182139,34924283,1177780920,27827,0
000001.SZ,平安银行,20070725,153500000,9182139,9738132,9182139,9688588,34852682,1207820780,26045,0
000001.SZ,平安银行,20070726,153500000,9633539,9771161,9564728,9630787,26751068,939092010,18961,0
000001.SZ,平安银行,20070727,153500000,9564728,9592253,9220673,9317009,33739135,1148577920,28899,0
000001.SZ,平安银行,20070730,153500000,9275722,9655559,9248198,9413344,24488239,844941680,19152,0
000001.SZ,平安银行,20070731,153500000,9317009,10018881,9261960,9972090,41820351,1479465820,33888,0
000001.SZ,平安银行,20070801,153500000,9977594,10211552,9471146,9636292,29143344,1042756520,24083,0
000001.SZ,平安银行,20070802,153500000,9716113,10417985,9716113,10376698,39658389,1452566150,28431,0
000001.SZ,平安银行,20070803,153500000,10459271,10885900,10426242,10764792,43827170,1706257550,24935,0
000001.SZ,平安银行,20070806,153500000,10731763,10979483,10530835,10784059,25817796,1005318350,18520,0
000001.SZ,平安银行,20070807,153500000,10720753,10858375,10533587,10762040,15632214,608291770,12490,0
000001.SZ,平安银行,20070808,153500000,10541845,11147381,10459271,10684972,26142523,1027444220,17534,0
000001.SZ,平安银行,20070809,153500000,10684972,11037284,10605151,11012512,30803008,1224242010,18573,0
000001.SZ,平安银行,20070810,153500000,10954711,11037284,10591389,10734515,18578181,728871700,13392,0
000001.SZ,平安银行,20070813,153500000,10596893,11009759,10459271,10762040,26055802,1013334160,17750,0
000001.SZ,平安银行,20070814,153500000,10789564,10825346,10181275,10555607,34927384,1320118840,29354,0
000001.SZ,平安银行,20070815,153500000,10569369,10729011,10307887,10459271,24604524,936157970,16162,0
000001.SZ,平安银行,20070816,153500000,10464776,10473034,9845477,9977594,38534807,1417127660,34191,0
000001.SZ,平安银行,20070817,153500000,9906031,10156503,9462888,9600510,42068519,1492587970,37432,0
000001.SZ,平安银行,20070820,153500000,9908783,10500558,9908783,10431747,36638584,1371154950,27951,0
000001.SZ,平安银行,20070821,153500000,10583131,10806079,10376698,10613408,33599021,1299416160,22709,0
000001.SZ,平安银行,20070822,153500000,10417985,10894157,10357431,10621665,31534169,1224443910,20386,0
000001.SZ,平安银行,20070823,153500000,10569369,10679467,10376698,10566617,26457769,1004795780,21769,0
000001.SZ,平安银行,20070824,153500000,10552854,11015264,10514320,10899662,38945697,1538402540,32650,0
000001.SZ,平安银行,20070827,153500000,10894157,11246469,10572122,10789564,27509618,1093845570,22848,0
000001.SZ,平安银行,20070828,153500000,10602398,10679467,10321649,10456519,31333584,1187909750,29925,0
000001.SZ,平安银行,20070829,153500000,10316145,10371193,10073930,10139988,26720876,989245410,28126,0
000001.SZ,平安银行,20070830,153500000,10261096,10481291,10068425,10376698,24682722,918011620,19417,0
000001.SZ,平安银行,20070831,153500000,10362936,10486796,10170265,10459271,17383461,655288080,13996,0
000001.SZ,平安银行,20070903,153500000,10486796,10618913,10420737,10426242,19369706,741200570,16965,0
000001.SZ,平安银行,20070904,153500000,10409728,10417985,10101454,10184027,23152879,865134270,17195,0
000001.SZ,平安银行,20070905,153500000,10184027,10261096,9919793,10126226,21830307,799279160,16830,0
000001.SZ,平安银行,20070906,153500000,10189532,10492301,10101454,10239076,19072119,712622760,16121,0
000001.SZ,平安银行,20070907,153500000,10266601,10459271,10184027,10211552,15748450,588261720,17067,0
000001.SZ,平安银行,20070910,153500000,10060168,10428995,9955575,10335412,16844567,626875800,12808,0
000001.SZ,平安银行,20070911,153500000,10291373,10426242,9870249,9870249,19623064,723824770,15513,0
000001.SZ,平安银行,20070912,153500000,9740885,9988604,9515185,9776666,16118919,569745200,15040,0
000001.SZ,平安银行,20070913,153500000,9798686,10150998,9716113,10150998,14645985,527528940,13554,0
000001.SZ,平安银行,20070914,153500000,10156503,10219809,9861992,10013376,13848825,505725230,8970,0
000001.SZ,平安银行,20070917,153500000,10280363,10280363,9963832,10018881,13577318,498729290,11412,0
000001.SZ,平安银行,20070918,153500000,10065673,10139988,9628035,9716113,19907099,707943130,20699,0
000001.SZ,平安银行,20070919,153500000,9784924,10115216,9776666,9958327,19033887,691880560,16065,0
000001.SZ,平安银行,20070920,153500000,9958327,10128979,9884012,9900526,13596616,494855220,8183,0
000001.SZ,平安银行,20070921,153500000,9900526,10005119,9630787,9952823,15811498,560067390,13042,0
000001.SZ,平安银行,20070924,153500000,9950070,10500558,9820705,10489548,24330316,910931750,27514,0
000001.SZ,平安银行,20070925,153500000,10528082,10596893,10266601,10310640,14770547,558946000,12194,0
000001.SZ,平安银行,20070926,153500000,10211552,10770297,10189532,10464776,28547625,1104154680,24604,0
000001.SZ,平安银行,20070927,153500000,10459271,10789564,10426242,10682219,24267706,943870230,17686,0
000001.SZ,平安银行,20070928,153500000,10762040,11092333,10762040,11004255,35294443,1408135980,27522,0
000001.SZ,平安银行,20071008,153500000,11422625,11730899,11183163,11461160,27622941,1153482330,28340,0
000001.SZ,平安银行,20071009,153500000,11312528,11629058,11174906,11243717,14521710,598597420,13003,0
000001.SZ,平安银行,20071010,153500000,11243717,11719889,10976730,11009759,21037971,869430720,17129,0
000001.SZ,平安银行,20071011,153500000,10995997,11353814,10872137,11287756,15702791,636738770,14832,0
000001.SZ,平安银行,20071012,153500000,11367577,11395101,10486796,10847366,18695556,736596690,16378,0
000001.SZ,平安银行,20071015,153500000,11009759,11202430,10651942,10954711,21236449,844443370,15086,0
000001.SZ,平安银行,20071016,153500000,11037284,11697869,10943701,11546485,27901240,1149469520,23499,0
000001.SZ,平安银行,20071017,153500000,11502446,11907055,11273994,11518961,20107745,852784240,16777,0
000001.SZ,平安银行,20071018,153500000,11560247,11615296,10866633,10872137,18733211,752555150,13766,0
000001.SZ,平安银行,20071019,153500000,11009759,11282251,10734515,10957463,10040026,403075680,8593,0
000001.SZ,平安银行,20071022,153500000,10899662,11174906,10596893,10957463,12744208,504347190,8828,0
000001.SZ,平安银行,20071023,153500000,11037284,11395101,11023522,11312528,17013974,693256930,12405,0
000001.SZ,平安银行,20071024,153500000,11367577,11868521,11359319,11505199,25049771,1062998830,21981,0
000001.SZ,平安银行,20071025,153500000,11527218,11835491,11243717,11320785,21924523,919352960,19108,0
000001.SZ,平安银行,20071026,153500000,11477674,12421761,11447397,12270377,34751791,1509456590,36903,0
000001.SZ,平安银行,20071029,153500000,12366712,13096109,12273129,12454790,34200252,1578727380,36667,0
000001.SZ,平安银行,20071030,153500000,12454790,12551126,12165784,12413504,18812002,842647750,22687,0
000001.SZ,平安银行,20071031,153500000,12655719,13431907,12468553,13225474,30969678,1440424740,29069,0
000001.SZ,平安银行,20071101,153500000,12966744,13481451,12939220,12991516,22331877,1072296810,25151,0
000001.SZ,平安银行,20071102,153500000,12716272,13178682,12385979,12520849,18146154,841694060,22058,0
000001.SZ,平安银行,20071105,153500000,12385979,12713520,11973113,12044677,16283298,730234410,16253,0
000001.SZ,平安银行,20071106,153500000,11863016,12215328,11730899,11959351,10391831,451763960,12563,0
000001.SZ,平安银行,20071107,153500000,12096973,12275882,11747413,12275882,9763222,427142780,12574,0
000001.SZ,平安银行,20071108,153500000,12179546,12193309,11642821,11700622,13417110,581040190,12601,0
000001.SZ,平安银行,20071109,153500000,11609791,12003390,11505199,11642821,10562545,451231350,12064,0
000001.SZ,平安银行,20071112,153500000,11430883,11692365,11257479,11477674,12881574,536234850,12242,0
000001.SZ,平安银行,20071113,153500000,11670345,11807967,10932691,11009759,21374596,873836810,21115,0
000001.SZ,平安银行,20071114,153500000,11312528,11367577,10833603,11282251,19607313,788767830,15584,0
000001.SZ,平安银行,20071115,153500000,11202430,11428130,10957463,11147381,16561797,673806080,16407,0
000001.SZ,平安银行,20071116,153500000,10982235,11009759,10555607,10624418,17753002,691470940,22691,0
000001.SZ,平安银行,20071119,153500000,10706991,10806079,10349174,10417985,12969870,494762850,16028,0
000001.SZ,平安银行,20071120,153500000,10296878,10762040,10153751,10762040,16355434,617752030,17699,0
000001.SZ,平安银行,20071121,153500000,10775802,10830851,10214304,10404223,22370406,853682400,29539,0
000001.SZ,平安银行,20071122,153500000,10128979,10473034,9875754,9886764,11939746,438673160,18777,0
000001.SZ,平安银行,20071123,153500000,9875754,10266601,9853735,10181275,12601691,461108150,12340,0
000001.SZ,平安银行,20071126,153500000,10343669,10395965,9969337,9985852,13020932,482552750,12301,0
000001.SZ,平安银行,20071127,153500000,9881259,10040901,9633539,9655559,12374205,441296940,13151,0
000001.SZ,平安银行,20071128,153500000,9674826,9743637,9248198,9413344,20926523,725442940,16326,0
000001.SZ,平安银行,20071129,153500000,9633539,10211552,9583996,10197790,30497058,1097701470,28207,0
000001.SZ,平安银行,20071130,153500000,10184027,10192285,9908783,9930803,14948658,545215940,14482,0
000001.SZ,平安银行,20071203,153500000,10346421,10924434,10184027,10541845,33351253,1281146390,34599,0
000001.SZ,平安银行,20071204,153500000,10679467,10921681,10541845,10591389,23081893,900748940,22444,0
000001.SZ,平安银行,20071205,153500000,10591389,10899662,10514320,10844613,16592582,648699950,16557,0
000001.SZ,平安银行,20071206,153500000,10885900,10998750,10665704,10797822,12144228,478345950,15079,0
000001.SZ,平安银行,20071207,153500000,10803326,11029027,10803326,10954711,13334078,529860710,11540,0
000001.SZ,平安银行,20071210,153500000,10673962,10828098,10599646,10767545,30603151,1190791700,31265,0
000001.SZ,平安银行,20071211,153500000,10841861,11034531,10451014,10651942,27425217,1067083040,32427,0
000001.SZ,平安银行,20071212,153500000,10569369,10569369,10057415,10178523,33681263,1253047640,43286,0
000001.SZ,平安银行,20071213,153500000,10128979,10266601,10062920,10098702,19899504,734574430,18075,0
000001.SZ,平安银行,20071214,153500000,10054663,10274858,9911536,10266601,18426529,673349040,17754,0
000001.SZ,平安银行,20071217,153500000,10181275,10181275,9716113,9721618,15084511,541917440,24312,0
000001.SZ,平安银行,20071218,153500000,9674826,9977594,9622530,9831715,12560989,447961330,10925,0
000001.SZ,平安银行,20071220,153500000,10104207,10189532,9952823,10101454,18196821,666067350,16032,0
000001.SZ,平安银行,20071221,153500000,10018881,10266601,9980347,10115216,29041825,1068493410,23774,0
000001.SZ,平安银行,20071224,153500000,10186780,10514320,10142741,10473034,23935083,896900390,25194,0
000001.SZ,平安银行,20071225,151500000,10500558,10621665,10404223,10473034,18519447,708107810,19495,0
000001.SZ,平安银行,20071226,151500000,10453767,10610656,10324402,10376698,16491463,625417840,17876,0
000001.SZ,平安银行,20071227,151500000,10404223,10784059,10184027,10734515,36721582,1403599320,40397,0
000001.SZ,平安银行,20071228,151500000,10706991,10806079,10624418,10624418,26156728,1019671350,22441,0
000001.SZ,平安银行,20080102,151500000,10596893,10662952,10362936,10453767,20052473,763465690,19212,0
000001.SZ,平安银行,20080103,151500000,10459271,10481291,10049158,10280363,27564831,1023422990,33120,0
000001.SZ,平安银行,20080104,151500000,10294125,10651942,10288620,10561112,19870438,762161140,24015,0
000001.SZ,平安银行,20080107,151500000,10508815,10949206,10459271,10781307,31514015,1236910290,29489,0
000001.SZ,平安银行,20080108,151500000,10850118,11378586,10847366,11117105,49992445,2029248370,45010,0
000001.SZ,平安银行,20080109,151500000,11117105,11337300,11117105,11315280,19249479,786313020,20516,0
000001.SZ,平安银行,20080110,151500000,11367577,11692365,11177658,11546485,24469958,1016737560,25760,0
000001.SZ,平安银行,20080111,151500000,11527218,12248357,11505199,12132755,35843020,1555168240,34579,0
000001.SZ,平安银行,20080114,151500000,12152022,12165784,11838244,11959351,20857080,911745200,17586,0
000001.SZ,平安银行,20080115,151500000,11959351,12110735,11560247,11568505,17704050,760841730,19626,0
000001.SZ,平安银行,20080116,151500000,11364824,11491436,10929939,10954711,30123006,1216729630,29762,0
000001.SZ,平安银行,20080117,151500000,10877642,11381339,10712496,11257479,24076153,964622900,23949,0
000001.SZ,平安银行,20080118,151500000,11285003,11474922,11086828,11257479,11558553,474717890,13935,0
000001.SZ,平安银行,20080121,151500000,11147381,11229955,10294125,10404223,21187522,823186950,21510,0
000001.SZ,平安银行,20080122,151500000,10126226,10514320,9608768,9853735,26457135,962125420,23946,0
000001.SZ,平安银行,20080123,151500000,10128979,10434500,9963832,10398718,21565431,802576500,17251,0
000001.SZ,平安银行,20080124,151500000,10591389,10591389,9963832,10291373,18302062,682211320,15921,0
000001.SZ,平安银行,20080125,151500000,10192285,10753783,9991357,10484043,17885973,675607460,16967,0
000001.SZ,平安银行,20080128,151500000,10324402,10349174,9738132,9751894,12042490,437361330,13852,0
000001.SZ,平安银行,20080129,151500000,9853735,10101454,9628035,9831715,9887327,352020160,8828,0
000001.SZ,平安银行,20080130,151500000,10018881,10046405,9030755,9344533,19531760,677674210,16889,0
000001.SZ,平安银行,20080131,151500000,9361048,9550966,9132595,9165625,15679243,532842870,11017,0
000001.SZ,平安银行,20080201,151500000,9234436,9765657,9083051,9509680,15547731,536802110,16285,0
000001.SZ,平安银行,20080204,151500000,9878507,10462024,9875754,10440004,24883405,931200820,19762,0
000001.SZ,平安银行,20080205,151500000,10459271,10541845,10197790,10266601,10076306,380401150,8985,0
000001.SZ,平安银行,20080213,151500000,10046405,10175770,9911536,10013376,4539728,165790280,5050,0
000001.SZ,平安银行,20080214,151500000,10142741,10280363,10131731,10181275,4347812,161568570,4199,0
000001.SZ,平安银行,20080215,151500000,10120721,10120721,9721618,9925298,6990423,250463810,7551,0
000001.SZ,平安银行,20080218,151500000,10087692,10142741,9914288,10043653,8387170,306414570,5810,0
000001.SZ,平安银行,20080219,151500000,10115216,10288620,9958327,10261096,11073467,405380850,8978,0
000001.SZ,平安银行,20080220,151500000,10184027,10233571,9517937,9575738,40262356,1419914190,41007,0
000001.SZ,平安银行,20080221,151500000,9606015,9619777,9160120,9355543,25883847,877311400,23536,0
000001.SZ,平安银行,20080222,151500000,9250950,9270217,8725234,8873866,22755692,739232030,27859,0
000001.SZ,平安银行,20080225,151500000,8816065,8970201,8416961,8455495,21110563,658642030,17989,0
000001.SZ,平安银行,20080226,151500000,8805055,8876618,8455495,8656423,21754748,685714520,14797,0
000001.SZ,平安银行,20080227,151500000,8700462,9135348,8700462,9028003,18590426,607664970,15034,0
000001.SZ,平安银行,20080228,151500000,9083051,9165625,8945429,9028003,9632576,318004550,9447,0
000001.SZ,平安银行,20080229,151500000,9000478,9201406,8945429,9124338,6860431,226789980,6358,0
000001.SZ,平安银行,20080303,151500000,9055527,9237188,8774778,9083051,34385007,1134439840,19972,0
000001.SZ,平安银行,20080304,151500000,9099566,9099566,8174746,8188508,93051716,2841377410,109785,0
000001.SZ,平安银行,20080305,151500000,8243557,8339893,7789405,8094926,30709062,899375370,32789,0
000001.SZ,平安银行,20080306,151500000,8122450,8615137,8072906,8339893,27566228,841079770,31612,0
000001.SZ,平安银行,20080307,151500000,8205023,8527059,8089421,8174746,14039600,419821380,17833,0
000001.SZ,平安银行,20080310,151500000,8086668,8092173,7514161,7569209,27610749,773107710,34071,0
000001.SZ,平安银行,20080311,151500000,7448102,7638020,7307728,7428835,26149871,706947510,19208,0
000001.SZ,平安银行,20080312,151500000,7673802,7704079,7098542,7128819,27762925,741610430,21497,0
000001.SZ,平安银行,20080313,151500000,7018721,7280203,6963673,7172858,25454355,658979480,17329,0
000001.SZ,平安银行,20080314,151500000,7156343,7156343,6793021,6856328,28678661,719480900,18566,0
000001.SZ,平安银行,20080317,151500000,6812288,7101295,6737973,6886604,20630924,517284820,16688,0
000001.SZ,平安银行,20080318,151500000,6886604,7142581,6771002,6936148,25803284,651083600,19760,0
000001.SZ,平安银行,20080319,151500000,7186620,7492141,7128819,7437092,32823978,871755600,28212,0
000001.SZ,平安银行,20080320,151500000,7068265,8089421,6773754,7982075,47922708,1326190780,33098,0
000001.SZ,平安银行,20080321,151500000,7913264,8017857,7673802,7797662,28001818,801884050,24345,0
000001.SZ,平安银行,20080324,151500000,7836196,7913264,7293965,7296718,17875188,488004030,20279,0
000001.SZ,平安银行,20080325,151500000,7178363,7660040,7076523,7566457,23801815,636462490,17135,0
000001.SZ,平安银行,20080326,151500000,7624258,7973818,7569209,7679307,23280296,658557250,18077,0
000001.SZ,平安银行,20080327,151500000,7522418,7805919,7431587,7571962,21298116,591752650,14697,0
000001.SZ,平安银行,20080328,151500000,7453607,8127955,7247174,7993085,46300692,1317889100,42271,0
000001.SZ,平安银行,20080331,151500000,7693069,7993085,7627011,7761880,21667078,615586190,14949,0
000001.SZ,平安银行,20080401,151500000,7706831,8023362,7431587,7682060,30186231,854289480,19947,0
000001.SZ,平安银行,20080402,151500000,7863721,8246310,7706831,7954551,43599162,1265319120,32737,0
000001.SZ,平安银行,20080403,151500000,7844453,8064649,7638020,8053639,23375837,668824100,15680,0
000001.SZ,平安银行,20080407,151500000,7973818,8353655,7866473,8257319,25576906,759409710,20993,0
000001.SZ,平安银行,20080408,151500000,8284844,8284844,7960056,8166489,20170024,595111330,19063,0
000001.SZ,平安银行,20080409,151500000,8012352,8092173,7610496,7632516,26314042,751083790,25226,0
000001.SZ,平安银行,20080410,151500000,7632516,7761880,7445350,7720594,18071758,500369730,15087,0
000001.SZ,平安银行,20080411,151500000,7871978,7949046,7709584,7844453,12228299,346391230,10822,0
000001.SZ,平安银行,20080414,151500000,7651783,7706831,7060008,7060008,22241733,586425880,23767,0
